secteur,type,lettre,nom,nom_fichier,prompt
Secondaire,constituant,,Silicone,secondaire_constituant_silicone.png,"Digital illustration icon of Silicone, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Bois,secondaire_constituant_bois.png,"Digital illustration icon of Bois, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,F,Chaussure,secondaire_produit_chaussure.png,"Digital illustration of Chaussure, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Cuir,secondaire_constituant_cuir.png,"Digital illustration icon of Cuir, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Colle,secondaire_constituant_colle.png,"Digital illustration icon of Colle, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,G,Vêtement,secondaire_produit_vetement.png,"Digital illustration of Vêtement, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Coton,secondaire_constituant_coton.png,"Digital illustration icon of Coton, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Polyester,secondaire_constituant_polyester.png,"Digital illustration icon of Polyester, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Laine,secondaire_constituant_laine.png,"Digital illustration icon of Laine, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Teinture,secondaire_constituant_teinture.png,"Digital illustration icon of Teinture, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Fil métallique,secondaire_constituant_fil_metallique.png,"Digital illustration icon of Fil métallique, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,H,Chaise,secondaire_produit_chaise.png,"Digital illustration of Chaise, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Mousse,secondaire_constituant_mousse.png,"Digital illustration icon of Mousse, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,I,Table,secondaire_produit_table.png,"Digital illustration of Table, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Vernis,secondaire_constituant_vernis.png,"Digital illustration icon of Vernis, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,J,Machine à laver,secondaire_produit_machine_a_laver.png,"Digital illustration of Machine à laver, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Cuivre,secondaire_constituant_cuivre.png,"Digital illustration icon of Cuivre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,K,Réfrigérateur,secondaire_produit_refrigerateur.png,"Digital illustration of Réfrigérateur, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Mousse isolante,secondaire_constituant_mousse_isolante.png,"Digital illustration icon of Mousse isolante, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,L,Four,secondaire_produit_four.png,"Digital illustration of Four, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Céramique,secondaire_constituant_ceramique.png,"Digital illustration icon of Céramique, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,M,Batterie automobile,secondaire_produit_batterie_automobile.png,"Digital illustration of Batterie automobile, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Plomb,secondaire_constituant_plomb.png,"Digital illustration icon of Plomb, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Acide,secondaire_constituant_acide.png,"Digital illustration icon of Acide, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,N,Panneau solaire,secondaire_produit_panneau_solaire.png,"Digital illustration of Panneau solaire, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Silicium,secondaire_constituant_silicium.png,"Digital illustration icon of Silicium, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,O,Éolienne,secondaire_produit_eolienne.png,"Digital illustration of Éolienne, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Fibre de verre,secondaire_constituant_fibre_de_verre.png,"Digital illustration icon of Fibre de verre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Résine,secondaire_constituant_resine.png,"Digital illustration icon of Résine, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,P,Bateau,secondaire_produit_bateau.png,"Digital illustration of Bateau, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,Q,Train,secondaire_produit_train.png,"Digital illustration of Train, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,R,Avion,secondaire_produit_avion.png,"Digital illustration of Avion, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Titane,secondaire_constituant_titane.png,"Digital illustration icon of Titane, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Fibre de carbone,secondaire_constituant_fibre_de_carbone.png,"Digital illustration icon of Fibre de carbone, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,S,Maison préfabriquée,secondaire_produit_maison_prefabriquee.png,"Digital illustration of Maison préfabriquée, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Béton,secondaire_constituant_beton.png,"Digital illustration icon of Béton, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Isolant,secondaire_constituant_isolant.png,"Digital illustration icon of Isolant, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,T,Pont métallique,secondaire_produit_pont_metallique.png,"Digital illustration of Pont métallique, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Peinture,secondaire_constituant_peinture.png,"Digital illustration icon of Peinture, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Câbles,secondaire_constituant_cables.png,"Digital illustration icon of Câbles, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,U,Béton armé,secondaire_produit_beton_arme.png,"Digital illustration of Béton armé, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Ciment,secondaire_constituant_ciment.png,"Digital illustration icon of Ciment, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Sable,secondaire_constituant_sable.png,"Digital illustration icon of Sable, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Gravier,secondaire_constituant_gravier.png,"Digital illustration icon of Gravier, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Eau,secondaire_constituant_eau.png,"Digital illustration icon of Eau, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,V,Route,secondaire_produit_route.png,"Digital illustration of Route, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Bitume,secondaire_constituant_bitume.png,"Digital illustration icon of Bitume, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,W,Moteur thermique,secondaire_produit_moteur_thermique.png,"Digital illustration of Moteur thermique, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,X,Robot industriel,secondaire_produit_robot_industriel.png,"Digital illustration of Robot industriel, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Moteur électrique,secondaire_constituant_moteur_electrique.png,"Digital illustration icon of Moteur électrique, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,Y,Imprimante 3D,secondaire_produit_imprimante_3d.png,"Digital illustration of Imprimante 3D, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,Z,Ascenseur,secondaire_produit_ascenseur.png,"Digital illustration of Ascenseur, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,produit,A,Radio,electronique_produit_radio.png,"Digital illustration of Radio, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Antenne,electronique_constituant_antenne.png,"Digital illustration icon of Antenne, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Transistor,electronique_constituant_transistor.png,"Digital illustration icon of Transistor, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Condensateur,electronique_constituant_condensateur.png,"Digital illustration icon of Condensateur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Résistance,electronique_constituant_resistance.png,"Digital illustration icon of Résistance, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Haut-parleur,electronique_constituant_haut_parleur.png,"Digital illustration icon of Haut-parleur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,B,Télévision,electronique_produit_television.png,"Digital illustration of Télévision, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Écran,electronique_constituant_ecran.png,"Digital illustration icon of Écran, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Processeur,electronique_constituant_processeur.png,"Digital illustration icon of Processeur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Alimentation,electronique_constituant_alimentation.png,"Digital illustration icon of Alimentation, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Haut-parleurs,electronique_constituant_haut_parleurs.png,"Digital illustration icon of Haut-parleurs, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,C,Téléphone mobile,electronique_produit_telephone_mobile.png,"Digital illustration of Téléphone mobile, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Écran tactile,electronique_constituant_ecran_tactile.png,"Digital illustration icon of Écran tactile, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Batterie,electronique_constituant_batterie.png,"Digital illustration icon of Batterie, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Mémoire,electronique_constituant_memoire.png,"Digital illustration icon of Mémoire, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,D,Montre connectée,electronique_produit_montre_connectee.png,"Digital illustration of Montre connectée, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Capteur,electronique_constituant_capteur.png,"Digital illustration icon of Capteur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Bluetooth,electronique_constituant_bluetooth.png,"Digital illustration icon of Bluetooth, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,E,Appareil photo numérique,electronique_produit_appareil_photo_numerique.png,"Digital illustration of Appareil photo numérique, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Capteur CMOS,electronique_constituant_capteur_cmos.png,"Digital illustration icon of Capteur CMOS, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Objectif,electronique_constituant_objectif.png,"Digital illustration icon of Objectif, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,F,Casque audio,electronique_produit_casque_audio.png,"Digital illustration of Casque audio, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Amplificateur,electronique_constituant_amplificateur.png,"Digital illustration icon of Amplificateur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Microphone,electronique_constituant_microphone.png,"Digital illustration icon of Microphone, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,G,Enceinte connectée,electronique_produit_enceinte_connectee.png,"Digital illustration of Enceinte connectée, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Wi-Fi,electronique_constituant_wi_fi.png,"Digital illustration icon of Wi-Fi, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,H,Console de jeu,electronique_produit_console_de_jeu.png,"Digital illustration of Console de jeu, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,GPU,electronique_constituant_gpu.png,"Digital illustration icon of GPU, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Stockage,electronique_constituant_stockage.png,"Digital illustration icon of Stockage, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Manette,electronique_constituant_manette.png,"Digital illustration icon of Manette, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,I,Ordinateur portable,electronique_produit_ordinateur_portable.png,"Digital illustration of Ordinateur portable, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Carte mère,electronique_constituant_carte_mere.png,"Digital illustration icon of Carte mère, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,J,Routeur Wi-Fi,electronique_produit_routeur_wi_fi.png,"Digital illustration of Routeur Wi-Fi, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Ethernet,electronique_constituant_ethernet.png,"Digital illustration icon of Ethernet, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,K,Clé USB,electronique_produit_cle_usb.png,"Digital illustration of Clé USB, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Mémoire flash,electronique_constituant_memoire_flash.png,"Digital illustration icon of Mémoire flash, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Contrôleur,electronique_constituant_controleur.png,"Digital illustration icon of Contrôleur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,USB,electronique_constituant_usb.png,"Digital illustration icon of USB, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Quartz,electronique_constituant_quartz.png,"Digital illustration icon of Quartz, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Boîtier,electronique_constituant_boitier.png,"Digital illustration icon of Boîtier, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,L,Disque SSD,electronique_produit_disque_ssd.png,"Digital illustration of Disque SSD, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,DRAM,electronique_constituant_dram.png,"Digital illustration icon of DRAM, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,SATA,electronique_constituant_sata.png,"Digital illustration icon of SATA, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,M,Capteur météo,electronique_produit_capteur_meteo.png,"Digital illustration of Capteur météo, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Thermomètre,electronique_constituant_thermometre.png,"Digital illustration icon of Thermomètre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Hygromètre,electronique_constituant_hygrometre.png,"Digital illustration icon of Hygromètre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Baromètre,electronique_constituant_barometre.png,"Digital illustration icon of Baromètre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Émetteur radio,electronique_constituant_emetteur_radio.png,"Digital illustration icon of Émetteur radio, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,N,Station domotique,electronique_produit_station_domotique.png,"Digital illustration of Station domotique, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Électronique,constituant,,Capteurs,electronique_constituant_capteurs.png,"Digital illustration icon of Capteurs, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Microcontrôleur,electronique_constituant_microcontroleur.png,"Digital illustration icon of Microcontrôleur, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,constituant,,Relais,electronique_constituant_relais.png,"Digital illustration icon of Relais, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Électronique,produit,O,Drone,electronique_produit_drone.png,"Digital illustration of Drone, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
